precinct,year,race,party,candidate,votes
050204-1 BETHLEHEM TWSP 2-4,2024,Auditor General,LIB,REECE SMITH,13
050204-1 BETHLEHEM TWSP 2-4,2024,Auditor General,ASP,ERIC K ANTON,1
050204-1 BETHLEHEM TWSP 2-4,2024,Auditor General,CST,BOB GOODRICH,2
050204-1 BETHLEHEM TWSP 2-4,2024,Auditor General,Write-In,Write-In,0
050204-1 BETHLEHEM TWSP 2-4,2024,State Treasurer,DEM,ERIN MCCLELLAND,470
050204-1 BETHLEHEM TWSP 2-4,2024,State Treasurer,REP,STACY GARRITY,403
050204-1 BETHLEHEM TWSP 2-4,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,12
050204-1 BETHLEHEM TWSP 2-4,2024,State Treasurer,CST,TROY BOWMAN,1
050204-1 BETHLEHEM TWSP 2-4,2024,State Treasurer,FWD,CHRIS FOSTER,4
050204-1 BETHLEHEM TWSP 2-4,2024,State Treasurer,Write-In,Write-In,0
050204-1 BETHLEHEM TWSP 2-4,2024,Representative in Congress District 7,DEM,SUSAN WILD,517
050204-1 BETHLEHEM TWSP 2-4,2024,Representative in Congress District 7,REP,RYAN E MACKENZIE,388
050204-1 BETHLEHEM TWSP 2-4,2024,Representative in Congress District 7,Write-In,Write-In,3
050204-1 BETHLEHEM TWSP 2-4,2024,Representative in the General Assembly 137th Legislative District,DEM,ANNA THOMAS,498
050204-1 BETHLEHEM TWSP 2-4,2024,Representative in the General Assembly 137th Legislative District,REP,JOE EMRICK,403
050204-1 BETHLEHEM TWSP 2-4,2024,Representative in the General Assembly 137th Legislative District,Write-In,Write-In,3
050204-1 BETHLEHEM TWSP 2-4,2024,Northampton County Home Rule Charter Amendment,YES,YES,601
050204-1 BETHLEHEM TWSP 2-4,2024,Northampton County Home Rule Charter Amendment,NO,NO,110
050301-1 BETHLEHEM TWSP 3-1,2024,Presidential Electors,DEM,HARRIS / WALZ,323
050301-1 BETHLEHEM TWSP 3-1,2024,Presidential Electors,REP,TRUMP / VANCE,239
050301-1 BETHLEHEM TWSP 3-1,2024,Presidential Electors,LIB,OLIVER / TER MAAT,1
050301-1 BETHLEHEM TWSP 3-1,2024,Presidential Electors,GRN,STEIN / WARE,2
050301-1 BETHLEHEM TWSP 3-1,2024,Presidential Electors,Write-In,Write-In,3
050301-1 BETHLEHEM TWSP 3-1,2024,United States Senator,DEM,ROBERT P CASEY JR,316
050301-1 BETHLEHEM TWSP 3-1,2024,United States Senator,REP,DAVE MCCORMICK,219
050301-1 BETHLEHEM TWSP 3-1,2024,United States Senator,LIB,JOHN C THOMAS,7
050301-1 BETHLEHEM TWSP 3-1,2024,United States Senator,GRN,LEILA HAZOU,4
050301-1 BETHLEHEM TWSP 3-1,2024,United States Senator,CST,MARTY SELKER,2
050301-1 BETHLEHEM TWSP 3-1,2024,United States Senator,Write-In,Write-In,1
050301-1 BETHLEHEM TWSP 3-1,2024,Attorney General,DEM,EUGENE DEPASQUALE,307
050301-1 BETHLEHEM TWSP 3-1,2024,Attorney General,REP,DAVE SUNDAY,216
050301-1 BETHLEHEM TWSP 3-1,2024,Attorney General,LIB,ROBERT COWBURN,8
050301-1 BETHLEHEM TWSP 3-1,2024,Attorney General,GRN,RICHARD L WEISS,2
050301-1 BETHLEHEM TWSP 3-1,2024,Attorney General,CST,JUSTIN L MAGILL,4
050301-1 BETHLEHEM TWSP 3-1,2024,Attorney General,FWD,ERIC L SETTLE,3
050301-1 BETHLEHEM TWSP 3-1,2024,Attorney General,Write-In,Write-In,2
050301-1 BETHLEHEM TWSP 3-1,2024,Auditor General,DEM,MALCOLM KENYATTA,303
050301-1 BETHLEHEM TWSP 3-1,2024,Auditor General,REP,TIM DEFOOR,212
050301-1 BETHLEHEM TWSP 3-1,2024,Auditor General,LIB,REECE SMITH,12
050301-1 BETHLEHEM TWSP 3-1,2024,Auditor General,ASP,ERIC K ANTON,4
050301-1 BETHLEHEM TWSP 3-1,2024,Auditor General,CST,BOB GOODRICH,5
050301-1 BETHLEHEM TWSP 3-1,2024,Auditor General,Write-In,Write-In Totals,1
050301-1 BETHLEHEM TWSP 3-1,2024,State Treasurer,DEM,ERIN MCCLELLAND,303
050301-1 BETHLEHEM TWSP 3-1,2024,State Treasurer,REP,STACY GARRITY,221
050301-1 BETHLEHEM TWSP 3-1,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,11
050301-1 BETHLEHEM TWSP 3-1,2024,State Treasurer,CST,TROY BOWMAN,2
050301-1 BETHLEHEM TWSP 3-1,2024,State Treasurer,FWD,CHRIS FOSTER,2
050301-1 BETHLEHEM TWSP 3-1,2024,State Treasurer,Write-In,Write-In Totals,1
050301-1 BETHLEHEM TWSP 3-1,2024,Representative in Congress District 7,DEM,SUSAN WILD,329
050301-1 BETHLEHEM TWSP 3-1,2024,Representative in Congress District 7,REP,RYAN E MACKENZIE,217
050301-1 BETHLEHEM TWSP 3-1,2024,Representative in Congress District 7,Write-In,Write-In Totals,2
050301-1 BETHLEHEM TWSP 3-1,2024,Representative in the General Assembly 137th Legislative District,DEM,ANNA THOMAS,328
050301-1 BETHLEHEM TWSP 3-1,2024,Representative in the General Assembly 137th Legislative District,REP,JOE EMRICK,212
050301-1 BETHLEHEM TWSP 3-1,2024,Representative in the General Assembly 137th Legislative District,Write-In,Write-In Totals,2
050301-1 BETHLEHEM TWSP 3-1,2024,Northampton County Home Rule Charter Amendment,,YES,375
050301-1 BETHLEHEM TWSP 3-1,2024,Northampton County Home Rule Charter Amendment,,NO,74
050302-1 BETHLEHEM TWSP 3-2,2024,Presidential Electors,DEM,HARRIS / WALZ,344
050302-1 BETHLEHEM TWSP 3-2,2024,Presidential Electors,REP,TRUMP / VANCE,341
050302-1 BETHLEHEM TWSP 3-2,2024,Presidential Electors,LIB,OLIVER / TER MAAT,1
050302-1 BETHLEHEM TWSP 3-2,2024,Presidential Electors,GRN,STEIN / WARE,9
050302-1 BETHLEHEM TWSP 3-2,2024,Presidential Electors,Write-In,Write-In Totals,2
050302-1 BETHLEHEM TWSP 3-2,2024,United States Senator,DEM,ROBERT P CASEY JR,334
050302-1 BETHLEHEM TWSP 3-2,2024,United States Senator,REP,DAVE MCCORMICK,338
050302-1 BETHLEHEM TWSP 3-2,2024,United States Senator,LIB,JOHN C THOMAS,2
050302-1 BETHLEHEM TWSP 3-2,2024,United States Senator,GRN,LEILA HAZOU,8
050302-1 BETHLEHEM TWSP 3-2,2024,United States Senator,CST,MARTY SELKER,0
050302-1 BETHLEHEM TWSP 3-2,2024,United States Senator,Write-In,Write-In Totals,0
050302-1 BETHLEHEM TWSP 3-2,2024,Attorney General,DEM,EUGENE DEPASQUALE,311
050302-1 BETHLEHEM TWSP 3-2,2024,Attorney General,REP,DAVE SUNDAY,349
050302-1 BETHLEHEM TWSP 3-2,2024,Attorney General,LIB,ROBERT COWBURN,4
050302-1 BETHLEHEM TWSP 3-2,2024,Attorney General,GRN,RICHARD L WEISS,8
050302-1 BETHLEHEM TWSP 3-2,2024,Attorney General,CST,JUSTIN L MAGILL,0
050302-1 BETHLEHEM TWSP 3-2,2024,Attorney General,FWD,ERIC L SETTLE,1
050302-1 BETHLEHEM TWSP 3-2,2024,Attorney General,Write-In,Write-In Totals,0
050302-1 BETHLEHEM TWSP 3-2,2024,Auditor General,DEM,MALCOLM KENYATTA,312
050302-1 BETHLEHEM TWSP 3-2,2024,Auditor General,REP,TIM DEFOOR,340
050302-1 BETHLEHEM TWSP 3-2,2024,Auditor General,LIB,REECE SMITH,14
050302-1 BETHLEHEM TWSP 3-2,2024,Auditor General,ASP,ERIC K ANTON,0
050302-1 BETHLEHEM TWSP 3-2,2024,Auditor General,CST,BOB GOODRICH,4
050302-1 BETHLEHEM TWSP 3-2,2024,Auditor General,Write-In,Write-In Totals,0
050302-1 BETHLEHEM TWSP 3-2,2024,State Treasurer,DEM,ERIN MCCLELLAND,302
050302-1 BETHLEHEM TWSP 3-2,2024,State Treasurer,REP,STACY GARRITY,356
050302-1 BETHLEHEM TWSP 3-2,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,12
050302-1 BETHLEHEM TWSP 3-2,2024,State Treasurer,CST,TROY BOWMAN,2
050302-1 BETHLEHEM TWSP 3-2,2024,State Treasurer,FWD,CHRIS FOSTER,0
050302-1 BETHLEHEM TWSP 3-2,2024,State Treasurer,Write-In,Write-In Totals,0
050302-1 BETHLEHEM TWSP 3-2,2024,Representative in Congress District 7,DEM,SUSAN WILD,352
050302-1 BETHLEHEM TWSP 3-2,2024,Representative in Congress District 7,REP,RYAN E MACKENZIE,326
050302-1 BETHLEHEM TWSP 3-2,2024,Representative in Congress District 7,Write-In,Write-In Totals,5
050302-1 BETHLEHEM TWSP 3-2,2024,Representative in the General Assembly 137th Legislative District,DEM,ANNA THOMAS,329
050302-1 BETHLEHEM TWSP 3-2,2024,Representative in the General Assembly 137th Legislative District,REP,JOE EMRICK,350
050302-1 BETHLEHEM TWSP 3-2,2024,Representative in the General Assembly 137th Legislative District,Write-In,Write-In Totals,5
050302-1 BETHLEHEM TWSP 3-2,2024,Northampton County Home Rule Charter Amendment,,YES,477
050302-1 BETHLEHEM TWSP 3-2,2024,Northampton County Home Rule Charter Amendment,,NO,78
050303-1 BETHLEHEM TWSP 3-3,2024,Presidential Electors,DEM,HARRIS / WALZ,425
050303-1 BETHLEHEM TWSP 3-3,2024,Presidential Electors,REP,TRUMP / VANCE,374
050303-1 BETHLEHEM TWSP 3-3,2024,Presidential Electors,LIB,OLIVER / TER MAAT,0
050303-1 BETHLEHEM TWSP 3-3,2024,Presidential Electors,GRN,STEIN / WARE,3
050303-1 BETHLEHEM TWSP 3-3,2024,Write-In Totals,Write-In,Write-In,5
050303-1 BETHLEHEM TWSP 3-3,2024,United States Senator,DEM,ROBERT P CASEY JR,419
050303-1 BETHLEHEM TWSP 3-3,2024,United States Senator,REP,DAVE MCCORMICK,371
050303-1 BETHLEHEM TWSP 3-3,2024,United States Senator,LIB,JOHN C THOMAS,6
050303-1 BETHLEHEM TWSP 3-3,2024,United States Senator,GRN,LEILA HAZOU,2
050303-1 BETHLEHEM TWSP 3-3,2024,United States Senator,CST,MARTY SELKER,2
050303-1 BETHLEHEM TWSP 3-3,2024,Write-In Totals,Write-In,Write-In,0
050303-1 BETHLEHEM TWSP 3-3,2024,Attorney General,DEM,EUGENE DEPASQUALE,391
050303-1 BETHLEHEM TWSP 3-3,2024,Attorney General,REP,DAVE SUNDAY,382
050303-1 BETHLEHEM TWSP 3-3,2024,Attorney General,LIB,ROBERT COWBURN,7
050303-1 BETHLEHEM TWSP 3-3,2024,Attorney General,GRN,RICHARD L WEISS,8
050303-1 BETHLEHEM TWSP 3-3,2024,Attorney General,CST,JUSTIN L MAGILL,1
050303-1 BETHLEHEM TWSP 3-3,2024,Attorney General,FWD,ERIC L SETTLE,2
050303-1 BETHLEHEM TWSP 3-3,2024,Write-In Totals,Write-In,Write-In,0
050303-1 BETHLEHEM TWSP 3-3,2024,Auditor General,DEM,MALCOLM KENYATTA,393
050303-1 BETHLEHEM TWSP 3-3,2024,Auditor General,REP,TIM DEFOOR,382
050303-1 BETHLEHEM TWSP 3-3,2024,Auditor General,LIB,REECE SMITH,8
050303-1 BETHLEHEM TWSP 3-3,2024,Auditor General,ASP,ERIC K ANTON,1
050303-1 BETHLEHEM TWSP 3-3,2024,Auditor General,CST,BOB GOODRICH,2
050303-1 BETHLEHEM TWSP 3-3,2024,Write-In Totals,Write-In,Write-In,2
050303-1 BETHLEHEM TWSP 3-3,2024,State Treasurer,DEM,ERIN MCCLELLAND,393
050303-1 BETHLEHEM TWSP 3-3,2024,State Treasurer,REP,STACY GARRITY,381
050303-1 BETHLEHEM TWSP 3-3,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,7
050303-1 BETHLEHEM TWSP 3-3,2024,State Treasurer,CST,TROY BOWMAN,3
050303-1 BETHLEHEM TWSP 3-3,2024,State Treasurer,FWD,CHRIS FOSTER,0
050303-1 BETHLEHEM TWSP 3-3,2024,Write-In Totals,Write-In,Write-In,1
050303-1 BETHLEHEM TWSP 3-3,2024,Representative in Congress District 7,DEM,SUSAN WILD,420
050303-1 BETHLEHEM TWSP 3-3,2024,Representative in Congress District 7,REP,RYAN E MACKENZIE,378
050303-1 BETHLEHEM TWSP 3-3,2024,Write-In Totals,Write-In,Write-In,0
050303-1 BETHLEHEM TWSP 3-3,2024,Representative in the General Assembly 137th Legislative District,DEM,ANNA THOMAS,396
050303-1 BETHLEHEM TWSP 3-3,2024,Representative in the General Assembly 137th Legislative District,REP,JOE EMRICK,392
050303-1 BETHLEHEM TWSP 3-3,2024,Write-In Totals,Write-In,Write-In,1
050303-1 BETHLEHEM TWSP 3-3,2024,Northampton County Home Rule Charter Amendment,,YES,506
050303-1 BETHLEHEM TWSP 3-3,2024,Northampton County Home Rule Charter Amendment,,NO,97
050304-1 BETHLEHEM TWSP 3-4,2024,Presidential Electors,DEM,HARRIS / WALZ,518
050304-1 BETHLEHEM TWSP 3-4,2024,Presidential Electors,REP,TRUMP / VANCE,419
050304-1 BETHLEHEM TWSP 3-4,2024,Presidential Electors,LIB,OLIVER / TER MAAT,1
050304-1 BETHLEHEM TWSP 3-4,2024,Presidential Electors,GRN,STEIN / WARE,4
050304-1 BETHLEHEM TWSP 3-4,2024,Write-In Totals,Write-In,Write-In,3
050304-1 BETHLEHEM TWSP 3-4,2024,United States Senator,DEM,ROBERT P CASEY JR,516
050304-1 BETHLEHEM TWSP 3-4,2024,United States Senator,REP,DAVE MCCORMICK,389
050304-1 BETHLEHEM TWSP 3-4,2024,United States Senator,LIB,JOHN C THOMAS,6
050304-1 BETHLEHEM TWSP 3-4,2024,United States Senator,GRN,LEILA HAZOU,9
050304-1 BETHLEHEM TWSP 3-4,2024,United States Senator,CST,MARTY SELKER,0
050304-1 BETHLEHEM TWSP 3-4,2024,Write-In Totals,Write-In,Write-In,1
050304-1 BETHLEHEM TWSP 3-4,2024,Attorney General,DEM,EUGENE DEPASQUALE,501
050304-1 BETHLEHEM TWSP 3-4,2024,Attorney General,REP,DAVE SUNDAY,400
050304-1 BETHLEHEM TWSP 3-4,2024,Attorney General,LIB,ROBERT COWBURN,6
050304-1 BETHLEHEM TWSP 3-4,2024,Attorney General,GRN,RICHARD L WEISS,8
050304-1 BETHLEHEM TWSP 3-4,2024,Attorney General,CST,JUSTIN L MAGILL,2
050304-1 BETHLEHEM TWSP 3-4,2024,Attorney General,FWD,ERIC L SETTLE,1
050304-1 BETHLEHEM TWSP 3-4,2024,Write-In Totals,Write-In,Write-In,0
050304-1 BETHLEHEM TWSP 3-4,2024,Auditor General,DEM,MALCOLM KENYATTA,503
050304-1 BETHLEHEM TWSP 3-4,2024,Auditor General,REP,TIM DEFOOR,394
050304-1 BETHLEHEM TWSP 3-4,2024,Auditor General,LIB,REECE SMITH,10
050304-1 BETHLEHEM TWSP 3-4,2024,Auditor General,ASP,ERIC K ANTON,0
050304-1 BETHLEHEM TWSP 3-4,2024,Auditor General,CST,BOB GOODRICH,4
050304-1 BETHLEHEM TWSP 3-4,2024,State Treasurer,DEM,ERIN MCCLELLAND,491
050304-1 BETHLEHEM TWSP 3-4,2024,State Treasurer,REP,STACY GARRITY,408
050304-1 BETHLEHEM TWSP 3-4,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,12
050304-1 BETHLEHEM TWSP 3-4,2024,State Treasurer,CST,TROY BOWMAN,2
050304-1 BETHLEHEM TWSP 3-4,2024,State Treasurer,FWD,CHRIS FOSTER,3
050304-1 BETHLEHEM TWSP 3-4,2024,Representative in Congress District 7,DEM,SUSAN WILD,522
050304-1 BETHLEHEM TWSP 3-4,2024,Representative in Congress District 7,REP,RYAN E MACKENZIE,400
050304-1 BETHLEHEM TWSP 3-4,2024,Representative in the General Assembly 137th Legislative District,DEM,ANNA THOMAS,516
050304-1 BETHLEHEM TWSP 3-4,2024,Representative in the General Assembly 137th Legislative District,REP,JOE EMRICK,402
050304-1 BETHLEHEM TWSP 3-4,2024,Northampton County Home Rule Charter Amendment,,YES,636
050304-1 BETHLEHEM TWSP 3-4,2024,Northampton County Home Rule Charter Amendment,,NO,87
050305-1 BETHLEHEM TWSP 3-5,2024,Presidential Electors,DEM,HARRIS / WALZ,430
050305-1 BETHLEHEM TWSP 3-5,2024,Presidential Electors,REP,TRUMP / VANCE,437
050305-1 BETHLEHEM TWSP 3-5,2024,Presidential Electors,LIB,OLIVER / TER MAAT,4
050305-1 BETHLEHEM TWSP 3-5,2024,Presidential Electors,GRN,STEIN / WARE,11
050305-1 BETHLEHEM TWSP 3-5,2024,United States Senator,DEM,ROBERT P CASEY JR,421
050305-1 BETHLEHEM TWSP 3-5,2024,United States Senator,REP,DAVE MCCORMICK,420
050305-1 BETHLEHEM TWSP 3-5,2024,United States Senator,LIB,JOHN C THOMAS,10
050305-1 BETHLEHEM TWSP 3-5,2024,United States Senator,GRN,LEILA HAZOU,9
050305-1 BETHLEHEM TWSP 3-5,2024,United States Senator,CST,MARTY SELKER,3
050305-1 BETHLEHEM TWSP 3-5,2024,Attorney General,DEM,EUGENE DEPASQUALE,382
050305-1 BETHLEHEM TWSP 3-5,2024,Attorney General,REP,DAVE SUNDAY,436
050305-1 BETHLEHEM TWSP 3-5,2024,Attorney General,LIB,ROBERT COWBURN,13
050305-1 BETHLEHEM TWSP 3-5,2024,Attorney General,GRN,RICHARD L WEISS,7
050305-1 BETHLEHEM TWSP 3-5,2024,Attorney General,CST,JUSTIN L MAGILL,5
050305-1 BETHLEHEM TWSP 3-5,2024,Attorney General,FWD,ERIC L SETTLE,3
050305-1 BETHLEHEM TWSP 3-5,2024,Auditor General,DEM,MALCOLM KENYATTA,384
050305-1 BETHLEHEM TWSP 3-5,2024,Auditor General,REP,TIM DEFOOR,431
050305-1 BETHLEHEM TWSP 3-5,2024,Auditor General,LIB,REECE SMITH,18
050305-1 BETHLEHEM TWSP 3-5,2024,Auditor General,ASP,ERIC K ANTON,3
050305-1 BETHLEHEM TWSP 3-5,2024,Auditor General,CST,BOB GOODRICH,7
050305-1 BETHLEHEM TWSP 3-5,2024,State Treasurer,DEM,ERIN MCCLELLAND,379
050305-1 BETHLEHEM TWSP 3-5,2024,State Treasurer,REP,STACY GARRITY,446
050305-1 BETHLEHEM TWSP 3-5,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,11
050305-1 BETHLEHEM TWSP 3-5,2024,State Treasurer,CST,TROY BOWMAN,7
050305-1 BETHLEHEM TWSP 3-5,2024,State Treasurer,FWD,CHRIS FOSTER,1
050305-1 BETHLEHEM TWSP 3-5,2024,Representative in Congress District 7,DEM,SUSAN WILD,436
050305-1 BETHLEHEM TWSP 3-5,2024,Representative in Congress District 7,REP,RYAN E MACKENZIE,423
050305-1 BETHLEHEM TWSP 3-5,2024,Representative in the General Assembly 137th Legislative District,DEM,ANNA THOMAS,418
050305-1 BETHLEHEM TWSP 3-5,2024,Representative in the General Assembly 137th Legislative District,REP,JOE EMRICK,433
050305-1 BETHLEHEM TWSP 3-5,2024,Northampton County Home Rule Charter Amendment,,YES,557
050305-1 BETHLEHEM TWSP 3-5,2024,Northampton County Home Rule Charter Amendment,,NO,104
050401-1 BETHLEHEM TWSP 4-1,2024,Presidential Electors,DEM,HARRIS / WALZ,922
050401-1 BETHLEHEM TWSP 4-1,2024,Presidential Electors,REP,TRUMP / VANCE,721
050401-1 BETHLEHEM TWSP 4-1,2024,Presidential Electors,LIB,OLIVER / TER MAAT,11
050401-1 BETHLEHEM TWSP 4-1,2024,Presidential Electors,GRN,STEIN / WARE,9
050401-1 BETHLEHEM TWSP 4-1,2024,Presidential Electors,Write-In,Write-In Totals,9
050401-1 BETHLEHEM TWSP 4-1,2024,United States Senator,DEM,ROBERT P CASEY JR,898
050401-1 BETHLEHEM TWSP 4-1,2024,United States Senator,REP,DAVE MCCORMICK,718
050401-1 BETHLEHEM TWSP 4-1,2024,United States Senator,LIB,JOHN C THOMAS,11
050401-1 BETHLEHEM TWSP 4-1,2024,United States Senator,GRN,LEILA HAZOU,11
050401-1 BETHLEHEM TWSP 4-1,2024,United States Senator,CST,MARTY SELKER,5
050401-1 BETHLEHEM TWSP 4-1,2024,Attorney General,DEM,EUGENE DEPASQUALE,848
050401-1 BETHLEHEM TWSP 4-1,2024,Attorney General,REP,DAVE SUNDAY,724
050401-1 BETHLEHEM TWSP 4-1,2024,Attorney General,LIB,ROBERT COWBURN,28
050401-1 BETHLEHEM TWSP 4-1,2024,Attorney General,GRN,RICHARD L WEISS,11
050401-1 BETHLEHEM TWSP 4-1,2024,Attorney General,CST,JUSTIN L MAGILL,4
050401-1 BETHLEHEM TWSP 4-1,2024,Attorney General,FWD,ERIC L SETTLE,4
050401-1 BETHLEHEM TWSP 4-1,2024,Auditor General,DEM,MALCOLM KENYATTA,839
050401-1 BETHLEHEM TWSP 4-1,2024,Auditor General,REP,TIM DEFOOR,733
050401-1 BETHLEHEM TWSP 4-1,2024,Auditor General,LIB,REECE SMITH,25
050401-1 BETHLEHEM TWSP 4-1,2024,Auditor General,ASP,ERIC K ANTON,3
050401-1 BETHLEHEM TWSP 4-1,2024,Auditor General,CST,BOB GOODRICH,8
050401-1 BETHLEHEM TWSP 4-1,2024,State Treasurer,DEM,ERIN MCCLELLAND,857
050401-1 BETHLEHEM TWSP 4-1,2024,State Treasurer,REP,STACY GARRITY,721
050401-1 BETHLEHEM TWSP 4-1,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,22
050401-1 BETHLEHEM TWSP 4-1,2024,State Treasurer,CST,TROY BOWMAN,4
050401-1 BETHLEHEM TWSP 4-1,2024,State Treasurer,FWD,CHRIS FOSTER,7
050401-1 BETHLEHEM TWSP 4-1,2024,Representative in Congress District 7,DEM,SUSAN WILD,925
050401-1 BETHLEHEM TWSP 4-1,2024,Representative in Congress District 7,REP,RYAN E MACKENZIE,710
050401-1 BETHLEHEM TWSP 4-1,2024,Representative in the General Assembly 137th Legislative District,DEM,ANNA THOMAS,909
050401-1 BETHLEHEM TWSP 4-1,2024,Representative in the General Assembly 137th Legislative District,REP,JOE EMRICK,705
050401-1 BETHLEHEM TWSP 4-1,2024,Northampton County Home Rule Charter Amendment,YES,YES,1160
050401-1 BETHLEHEM TWSP 4-1,2024,Northampton County Home Rule Charter Amendment,NO,NO,173
050402-1 BETHLEHEM TWSP 4-2,2024,Presidential Electors,DEM,HARRIS / WALZ,524
050402-1 BETHLEHEM TWSP 4-2,2024,Presidential Electors,REP,TRUMP / VANCE,531
050402-1 BETHLEHEM TWSP 4-2,2024,Presidential Electors,LIB,OLIVER / TER MAAT,7
050402-1 BETHLEHEM TWSP 4-2,2024,Presidential Electors,GRN,STEIN / WARE,11
050402-1 BETHLEHEM TWSP 4-2,2024,United States Senator,DEM,ROBERT P CASEY JR,511
050402-1 BETHLEHEM TWSP 4-2,2024,United States Senator,REP,DAVE MCCORMICK,513
050402-1 BETHLEHEM TWSP 4-2,2024,United States Senator,LIB,JOHN C THOMAS,10
050402-1 BETHLEHEM TWSP 4-2,2024,United States Senator,GRN,LEILA HAZOU,11
050402-1 BETHLEHEM TWSP 4-2,2024,United States Senator,CST,MARTY SELKER,5
050402-1 BETHLEHEM TWSP 4-2,2024,Attorney General,DEM,EUGENE DEPASQUALE,468
050402-1 BETHLEHEM TWSP 4-2,2024,Attorney General,REP,DAVE SUNDAY,530
050402-1 BETHLEHEM TWSP 4-2,2024,Attorney General,LIB,ROBERT COWBURN,9
050402-1 BETHLEHEM TWSP 4-2,2024,Attorney General,GRN,RICHARD L WEISS,10
050402-1 BETHLEHEM TWSP 4-2,2024,Attorney General,CST,JUSTIN L MAGILL,3
050402-1 BETHLEHEM TWSP 4-2,2024,Attorney General,FWD,ERIC L SETTLE,7
050402-1 BETHLEHEM TWSP 4-2,2024,Auditor General,DEM,MALCOLM KENYATTA,478
050402-1 BETHLEHEM TWSP 4-2,2024,Auditor General,REP,TIM DEFOOR,513
050402-1 BETHLEHEM TWSP 4-2,2024,Auditor General,LIB,REECE SMITH,18
050402-1 BETHLEHEM TWSP 4-2,2024,Auditor General,ASP,ERIC K ANTON,4
050402-1 BETHLEHEM TWSP 4-2,2024,Auditor General,CST,BOB GOODRICH,8
050402-1 BETHLEHEM TWSP 4-2,2024,State Treasurer,DEM,ERIN MCCLELLAND,474
050402-1 BETHLEHEM TWSP 4-2,2024,State Treasurer,REP,STACY GARRITY,523
050402-1 BETHLEHEM TWSP 4-2,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,13
050402-1 BETHLEHEM TWSP 4-2,2024,State Treasurer,CST,TROY BOWMAN,6
050402-1 BETHLEHEM TWSP 4-2,2024,State Treasurer,FWD,CHRIS FOSTER,7
050402-1 BETHLEHEM TWSP 4-2,2024,Representative in Congress District 7,DEM,SUSAN WILD,535
050402-1 BETHLEHEM TWSP 4-2,2024,Representative in Congress District 7,REP,RYAN E MACKENZIE,514
050402-1 BETHLEHEM TWSP 4-2,2024,Representative in the General Assembly 137th Legislative District,DEM,ANNA THOMAS,499
050402-1 BETHLEHEM TWSP 4-2,2024,Representative in the General Assembly 137th Legislative District,REP,JOE EMRICK,537
050402-1 BETHLEHEM TWSP 4-2,2024,Northampton County Home Rule Charter Amendment,YES,N/A,765
050402-1 BETHLEHEM TWSP 4-2,2024,Northampton County Home Rule Charter Amendment,NO,N/A,111
050403-1 BETHLEHEM TWSP 4-3,2024,Presidential Electors,DEM,HARRIS / WALZ,481
050403-1 BETHLEHEM TWSP 4-3,2024,Presidential Electors,REP,TRUMP / VANCE,487
050403-1 BETHLEHEM TWSP 4-3,2024,Presidential Electors,LIB,OLIVER / TER MAAT,1
050403-1 BETHLEHEM TWSP 4-3,2024,Presidential Electors,GRN,STEIN / WARE,8
050403-1 BETHLEHEM TWSP 4-3,2024,United States Senator,DEM,ROBERT P CASEY JR,481
050403-1 BETHLEHEM TWSP 4-3,2024,United States Senator,REP,DAVE MCCORMICK,468
050403-1 BETHLEHEM TWSP 4-3,2024,United States Senator,LIB,JOHN C THOMAS,8
050403-1 BETHLEHEM TWSP 4-3,2024,United States Senator,GRN,LEILA HAZOU,13
050403-1 BETHLEHEM TWSP 4-3,2024,United States Senator,CST,MARTY SELKER,1
050403-1 BETHLEHEM TWSP 4-3,2024,Attorney General,DEM,EUGENE DEPASQUALE,456
050403-1 BETHLEHEM TWSP 4-3,2024,Attorney General,REP,DAVE SUNDAY,478
050403-1 BETHLEHEM TWSP 4-3,2024,Attorney General,LIB,ROBERT COWBURN,13
050403-1 BETHLEHEM TWSP 4-3,2024,Attorney General,GRN,RICHARD L WEISS,8
050403-1 BETHLEHEM TWSP 4-3,2024,Attorney General,CST,JUSTIN L MAGILL,4
050403-1 BETHLEHEM TWSP 4-3,2024,Auditor General,DEM,MALCOLM KENYATTA,445
050403-1 BETHLEHEM TWSP 4-3,2024,Auditor General,REP,TIM DEFOOR,491
050403-1 BETHLEHEM TWSP 4-3,2024,Auditor General,LIB,REECE SMITH,11
050403-1 BETHLEHEM TWSP 4-3,2024,Auditor General,ASP,ERIC K ANTON,2
050403-1 BETHLEHEM TWSP 4-3,2024,Auditor General,CST,BOB GOODRICH,6
050403-1 BETHLEHEM TWSP 4-3,2024,State Treasurer,DEM,ERIN MCCLELLAND,452
050403-1 BETHLEHEM TWSP 4-3,2024,State Treasurer,REP,STACY GARRITY,485
050403-1 BETHLEHEM TWSP 4-3,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,11
050403-1 BETHLEHEM TWSP 4-3,2024,State Treasurer,CST,TROY BOWMAN,5
050403-1 BETHLEHEM TWSP 4-3,2024,State Treasurer,FWD,CHRIS FOSTER,2
